id,birth_year,gender,industry,ind_detail,occupation,occ_detail,org_size,occupation_1,household,tenure,location,time_ly,org_encouraged,org_prepared,org_common,permission,collaboration,recommend,pref_time_ly,time_3m,time_3m_1,time_3m_2,time_3m_3,time_3m_4,time_3m_5,time_3m_6,pref_time_3m,pref_time_future,org_encourage_future,org_support_future,choice_future,productivity,commute_time,work_time,family_time,caring_time,commute_time_1,work_time_1,family_time_1,caring_time_1,best_aspect,worst_aspect,best_aspect_1,worst_aspect_1,best_aspect_2,worst_aspect_2,best_aspect_3,worst_aspect_3,best_aspect_4,worst_aspect_4,best_aspect_5,worst_aspect_5,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
37,1973,male,information media and telecommunications,telecommunications services,managers,specialist managers,more than 200,yes,couple with dependent children,more than 5 years,metro,40%,4.0,5.0,5.0,4.0,5.0,4.0,20%,50% - i spent about half of my time remote working,5.0,5.0,5.0,5.0,5.0,4.0,50% - about half of my time,50% - about half of my time,2,4,5,i 30% more productive when working remotely,1.0,10.0,2.0,2.0,0.0,12.0,2.0,3.0,my working relationships,the number of hours  i work,my opportunities to socialise,my mental wellbeing,my personal relationships,preparing for work and commuting,managing my personal commitments,the number of hours  i work,my daily expenses,the number of hours  i work,my daily expenses,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,"it equipment (computer, printer, etc.)",connectivity (internet connection),"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",52
38,1971,female,education and training,preschool and school education,professionals,education professionals,more than 200,no,single person,between 1 and 5 years,metro,rarely or never,,,,,,,20%,40%,5.0,5.0,5.0,5.0,4.0,5.0,100% - all of my time,10%,1,1,1,i 30% more productive when working remotely,1.0,12.0,2.0,3.0,0.5,12.0,3.0,3.0,my work-life balance,my working relationships,managing my personal commitments,my opportunities to socialise,managing my family responsibilities,my working relationships,my work-life balance,my opportunities to socialise,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,difficulty collaborating remotely,connectivity (internet connection),i have tasks that can't be done remotely,"it equipment (computer, printer, etc.)",feeling left out and/or isolated,my organisation's software and systems,54
39,1996,male,"professional, scientific and technical services","professional, scientific and technical services",professionals,"business, human resource and marketing professionals",more than 200,no,single person,between 6 and 12 months,metro,60%,4.0,4.0,4.0,4.0,4.0,4.0,30%,60%,4.0,4.0,4.0,4.0,4.0,4.0,70%,40%,3,3,3,i 20% less productive when working remotely,3.0,8.0,4.0,1.0,1.0,9.0,5.0,1.0,my on-the-job learning opportunities,managing my family responsibilities,my mental wellbeing,my opportunities to socialise,my job satisfaction,managing my family responsibilities,my mental wellbeing,the number of hours  i work,my personal relationships,my work-life balance,my job satisfaction,managing my personal commitments,poor management,poor management,my organisation's software and systems,connectivity (internet connection),connectivity (internet connection),"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",29
40,1975,male,information media and telecommunications,telecommunications services,managers,specialist managers,more than 200,yes,couple with dependent children,more than 5 years,metro,20%,4.0,4.0,4.0,4.0,4.0,4.0,30%,90%,5.0,5.0,5.0,5.0,5.0,5.0,50% - about half of my time,50% - about half of my time,4,4,4,i 20% more productive when working remotely,1.0,8.0,4.0,2.0,0.2,9.0,4.0,2.0,managing my family responsibilities,my working relationships,managing my family responsibilities,my opportunities to socialise,my daily expenses,my working relationships,my work-life balance,my on-the-job learning opportunities,my work-life balance,the number of hours  i work,my daily expenses,my mental wellbeing,feeling left out and/or isolated,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",connectivity (internet connection),cyber security,connectivity (internet connection),50
41,1996,female,arts and recreation services,creative and performing arts activities,professionals,arts and media professionals,between 20 and 199,yes,single person,between 6 and 12 months,metro,rarely or never,,,,,,,i would not have preferred to work remotely,20%,2.0,2.0,1.0,2.0,2.0,2.0,10%,20%,2,2,2,i 20% less productive when working remotely,2.0,10.0,2.0,1.0,0.5,10.0,3.0,3.0,preparing for work and commuting,my on-the-job learning opportunities,managing my personal commitments,preparing for work and commuting,my job satisfaction,my daily expenses,my on-the-job learning opportunities,my mental wellbeing,my on-the-job learning opportunities,my work-life balance,my job satisfaction,my mental wellbeing,connectivity (internet connection),lack of motivation,i have tasks that can't be done remotely,caring responsibilities,feeling left out and/or isolated,poor management,29
42,1987,male,"professional, scientific and technical services",computer system design and related services,professionals,ict professionals,more than 200,no,couple with dependent children,between 6 and 12 months,metro,60%,5.0,4.0,5.0,4.0,4.0,4.0,50% - about half of my time,90%,5.0,5.0,5.0,5.0,4.0,4.0,80%,50% - about half of my time,4,3,4,i 10% more productive when working remotely,2.0,8.5,4.0,1.0,0.5,9.0,5.0,2.0,managing my family responsibilities,the number of hours  i work,my opportunities to socialise,my mental wellbeing,my daily expenses,my personal relationships,my work-life balance,my mental wellbeing,my daily expenses,my on-the-job learning opportunities,my daily expenses,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,"it equipment (computer, printer, etc.)",lack of motivation,connectivity (internet connection),38
43,1966,female,health care and social assistance,residential care services,community and personal service,health and welfare support,more than 200,no,couple with no dependent children,between 6 and 12 months,metro,90%,2.0,4.0,2.0,2.0,3.0,5.0,80%,90%,5.0,5.0,5.0,5.0,5.0,5.0,90%,80%,5,5,5,i 30% more productive when working remotely,4.0,8.0,2.0,1.0,0.0,10.0,2.0,1.0,managing my family responsibilities,the number of hours  i work,my mental wellbeing,managing my family responsibilities,preparing for work and commuting,managing my family responsibilities,my mental wellbeing,my work-life balance,my job satisfaction,my work-life balance,my mental wellbeing,managing my personal commitments,"it equipment (computer, printer, etc.)",lack of motivation,my organisation's software and systems,difficulty collaborating remotely,connectivity (internet connection),i have tasks that can't be done remotely,59
44,1976,female,retail trade,other store-based retailing,managers,specialist managers,between 5 and 19,no,single person,between 1 and 5 years,metro,10%,2.0,1.0,3.0,4.0,2.0,5.0,50% - about half of my time,60%,3.0,2.0,2.0,4.0,2.0,5.0,60%,40%,2,2,1,i 50% more productive when working remotely (or more),2.0,7.0,11.0,3.0,0.0,8.0,12.0,4.0,my work-life balance,my working relationships,preparing for work and commuting,my opportunities to socialise,my daily expenses,my working relationships,managing my personal commitments,my opportunities to socialise,my work-life balance,my on-the-job learning opportunities,my daily expenses,my opportunities to socialise,difficulty collaborating remotely,feeling left out and/or isolated,i have tasks that can't be done remotely,"it equipment (computer, printer, etc.)",poor management,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",49
45,1967,female,other services,personal and other services,sales,sales representatives and agents,between 5 and 19,no,couple with dependent children,more than 5 years,metro,10%,2.0,5.0,4.0,4.0,2.0,2.0,less than 10% of my time,90%,4.0,5.0,5.0,5.0,4.0,3.0,50% - about half of my time,50% - about half of my time,2,4,4,i 20% more productive when working remotely,1.0,8.0,5.0,2.0,0.5,8.0,8.0,2.0,my work-life balance,my working relationships,managing my family responsibilities,my working relationships,preparing for work and commuting,my working relationships,managing my personal commitments,my mental wellbeing,my daily expenses,my job satisfaction,my daily expenses,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,caring responsibilities,poor management,my organisation's software and systems,58
46,1965,male,"professional, scientific and technical services","professional, scientific and technical services",professionals,"legal, social and welfare professionals",more than 200,yes,couple with dependent children,more than 5 years,metro,30%,3.0,5.0,2.0,4.0,4.0,4.0,40%,80%,5.0,5.0,5.0,5.0,5.0,4.0,50% - about half of my time,30%,4,3,4,i 20% less productive when working remotely,1.0,8.0,4.0,2.0,0.5,6.0,6.0,2.0,managing my family responsibilities,my working relationships,managing my personal commitments,my working relationships,managing my family responsibilities,my job satisfaction,my work-life balance,the number of hours  i work,my work-life balance,my job satisfaction,managing my personal commitments,my job satisfaction,feeling left out and/or isolated,lack of motivation,i have tasks that can't be done remotely,connectivity (internet connection),connectivity (internet connection),my organisation's software and systems,60
47,1961,female,health care and social assistance,medical and other health care services,professionals,health professionals,between 5 and 19,no,couple with no dependent children,more than 5 years,metro,10%,3.0,4.0,2.0,4.0,4.0,3.0,20%,100% - i spent all of my time remote working,4.0,3.0,2.0,5.0,2.0,3.0,80%,80%,2,3,3,i 10% less productive when working remotely,0.5,6.0,6.0,2.0,0.5,8.0,4.0,2.0,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my working relationships,managing my personal commitments,my mental wellbeing,the number of hours  i work,my daily expenses,my job satisfaction,my mental wellbeing,connectivity (internet connection),lack of motivation,i have tasks that can't be done remotely,caring responsibilities,poor management,feeling left out and/or isolated,64
48,1964,male,financial and insurance services,auxiliary finance and insurance services,managers,specialist managers,between 20 and 199,yes,single person,more than 5 years,metro,rarely or never,,,,,,,80%,100% - i spent all of my time remote working,3.0,4.0,5.0,3.0,5.0,5.0,100% - all of my time,100% - all of my time,1,1,1,i 30% more productive when working remotely,1.5,8.0,2.5,0.5,0.0,9.5,2.5,0.5,my work-life balance,my working relationships,my mental wellbeing,my working relationships,my job satisfaction,my working relationships,my work-life balance,the number of hours  i work,my work-life balance,the number of hours  i work,my mental wellbeing,managing my personal commitments,"it equipment (computer, printer, etc.)",poor management,my organisation's software and systems,poor management,lack of motivation,poor management,61
49,1978,female,retail trade,non-store retailing and retail commission-based buying and/or selling,managers,specialist managers,more than 200,yes,couple with no dependent children,more than 5 years,metro,less than 10% of my time,2.0,3.0,1.0,4.0,3.0,4.0,40%,100% - i spent all of my time remote working,5.0,4.0,5.0,5.0,4.0,3.0,40%,40%,5,5,5,i 10% more productive when working remotely,2.5,8.5,3.0,2.0,0.5,9.0,4.0,2.0,my work-life balance,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,my work-life balance,my opportunities to socialise,my work-life balance,my daily expenses,my mental wellbeing,my opportunities to socialise,difficulty collaborating remotely,feeling left out and/or isolated,feeling left out and/or isolated,poor management,lack of motivation,connectivity (internet connection),47
